1050647147,11,
1127044181,11,
1150898632,11,
877267381,11,
1041068741,11,3
1048592827,11,3
1075305237,11,3
1145183891,11,3
1279807177,11,3
437380130,11,3
144419857,12,
1003156712,12,
1004099781,12,
1006799378,12,
1007344579,12,
1008905898,12,
1009713675,12,
1015325706,12,
1016233277,12,
1021579304,12,
1024674592,12,
102731021,12,
1030603620,12,
1032205417,12,
1033902950,12,
1035401538,12,
1037519711,12,
1048646585,12,
1053160345,12,
1055877776,12,
105596051,12,
1056817062,12,
1057099234,12,
106390997,12,
1065468192,12,
1066506097,12,
1068158270,12,
1070739264,12,
1075138314,12,
1075306918,12,
1075531217,12,
1078663642,12,
1079168702,12,
1080825552,12,
108144469,12,
1087735398,12,
1088668461,12,
1088886188,12,
1091776862,12,
1094514193,12,
1101131764,12,
1102653886,12,
1105220702,12,
1108871252,12,
1109011983,12,
1109102788,12,
1109940745,12,
111450100,12,
1119433783,12,
1124943376,12,
1126344181,12,
112687085,12,
1127443043,12,
1128789874,12,
1131601661,12,
1134446465,12,
1135164710,12,
1150123963,12,
1152838795,12,
1153906706,12,
1154169278,12,
1164264899,12,
1166777713,12,
1177551975,12,
1180865431,12,
1182172598,12,
1186223076,12,
1186720654,12,
1187032602,12,
1192872245,12,
119455855,12,
1198337011,12,
1199189772,12,
1199349106,12,
1201656119,12,
1210681421,12,
121482411,12,
1221844052,12,
122367845,12,
1224747160,12,
1224915795,12,
1225137516,12,
1229839615,12,
1231041108,12,
1231824628,12,
1233889593,12,
1237804147,12,
1245092270,12,
1252450689,12,
1255395860,12,
1258987383,12,
125901686,12,
1260283539,12,
1262477863,12,
1266947393,12,
1273070647,12,
1274415605,12,
127727167,12,
127780199,12,
1277982058,12,
1279955958,12,
1285046658,12,
1287380853,12,
129913244,12,
1303399241,12,
1307871050,12,
130851869,12,
136476515,12,
139840926,12,
150134589,12,
150734551,12,
153410927,12,
159552150,12,
163066459,12,
167642019,12,
170164147,12,
174514686,12,
178612034,12,
186734179,12,
1877172,12,
192033203,12,
193009392,12,
194905520,12,
196807662,12,
199952336,12,
201757295,12,
201878407,12,
206277230,12,
210495446,12,
213776226,12,
214107030,12,
220342582,12,
226554385,12,
235092003,12,
235097885,12,
240169762,12,
247726111,12,
24966412,12,
252907296,12,
273664948,12,
277898790,12,
295789725,12,
300835395,12,
311055041,12,
321971710,12,
331622198,12,
332709347,12,
340158959,12,
347759122,12,
351796650,12,
352652210,12,
35453907,12,
360933965,12,
362167547,12,
363987021,12,
371800616,12,
376457959,12,
384150883,12,
388254482,12,
394683483,12,
404352047,12,
405623386,12,
407602218,12,
409074708,12,
419089767,12,
424809637,12,
43386298,12,
440764723,12,
449124160,12,
451602502,12,
452887607,12,
460422564,12,
489417667,12,
52477333,12,
63172865,12,
65300220,12,
766825548,12,
859810289,12,
86792671,12,
86853590,12,
870040304,12,
870278646,12,
871209360,12,
877857608,12,
882785591,12,
886316655,12,
886682966,12,
888389563,12,
888752861,12,
889223835,12,
902262054,12,
902384712,12,
904693983,12,
904939455,12,
908956093,12,
909677152,12,
912783259,12,
925340065,12,
925835151,12,
926206058,12,
92892934,12,
932068283,12,
948616073,12,
95999463,12,
962346006,12,
983511748,12,
985223616,12,
1012908149,12,
1021892158,12,
1029056062,12,
1039581237,12,
1049962107,12,
1053898475,12,
1068273792,12,
1086646869,12,
1089276039,12,
1092328737,12,
1093173931,12,
1113527859,12,
1122043204,12,
1123644863,12,
1129778468,12,
1133763169,12,
1161024050,12,
1161041895,12,
1164812554,12,
1187858934,12,
1192900242,12,
1199596728,12,
1203689408,12,
1206641085,12,
1208886428,12,
1242170581,12,
1250582579,12,
1254145480,12,
1264301536,12,
126508769,12,
1265226459,12,
126634739,12,
1268897545,12,
1287998511,12,
128964208,12,
137759922,12,
149949036,12,
157588166,12,
164651090,12,
167308078,12,
192171491,12,
198986121,12,
213927978,12,
220930954,12,
240085746,12,
329876860,12,
344686469,12,
412401982,12,
433498080,12,
456018591,12,
838731331,12,
880549375,12,
962126476,12,
969803999,12,
1019733075,12,
1031492119,12,
1050461902,12,
1064951041,12,
1085071898,12,
1104547412,12,
1105181155,12,
1131366889,12,
1132664681,12,
1136954253,12,
1163800296,12,
1228270193,12,
1234478260,12,
124064204,12,
1243596241,12,
1271037014,12,
1271836012,12,
140865841,12,
142878700,12,
156880081,12,
256084620,12,
264776728,12,
346718522,12,
350238603,12,
376740802,12,
382036734,12,
385611242,12,
418499449,12,
438481566,12,
487898420,12,
79928307,12,
837259896,12,
840222054,12,
851265305,12,
851501082,12,
857868775,12,
865728370,12,
867064813,12,
879420937,12,
907644864,12,
1001358871,12,3
1010404421,12,3
1013711648,12,3
1019398729,12,3
1023724500,12,3
1023750541,12,3
