pid,rank,access_state
884979529,13,3
886641499,13,3
886977407,13,3
888234259,13,3
888734593,13,3
890455185,13,3
897827088,13,3
902244152,13,3
902382730,13,3
903016133,13,3
910855707,13,3
911564924,13,3
911666770,13,3
911797088,13,3
914110213,13,3
914312169,13,3
914505733,13,3
915956571,13,3
919763823,13,3
920180748,13,3
921132307,13,3
923999709,13,3
926206058,13,3
929482691,13,3
93510525,13,3
94033457,13,3
946527002,13,3
94893433,13,3
95998479,13,3
97484079,13,3
97934672,13,3
981040191,13,3
998880180,13,3
1005754496,13,3
1006297959,13,3
1008446918,13,3
1009825183,13,3
1013142551,13,3
1015757877,13,3
1021289508,13,3
1026627608,13,3
1031678140,13,3
1033059301,13,3
1038319469,13,3
1040549980,13,3
1041148237,13,3
1041565059,13,3
1051180738,13,3
1052162558,13,3
1055211860,13,3
1056364933,13,3
1057508868,13,3
1057850771,13,3
1058466171,13,3
1061785060,13,3
1063510041,13,3
1064036522,13,3
1064606318,13,3
1067989141,13,3
1070437762,13,3
1070535975,13,3
1071074037,13,3
1076204386,13,3
1079138753,13,3
1097322500,13,3
1101887519,13,3
1102292012,13,3
1102657378,13,3
1104883250,13,3
1106087057,13,3
1107002869,13,3
111040431,13,3
1111031157,13,3
1111078741,13,3
1111377825,13,3
1111812086,13,3
1115447977,13,3
1119601592,13,3
1120163256,13,3
1126569642,13,3
1135045435,13,3
1135494174,13,3
1135642446,13,3
1136605679,13,3
1141002721,13,3
1145117189,13,3
1146681380,13,3
1150541390,13,3
1152050219,13,3
115434357,13,3
115622786,13,3
1160398840,13,3
1162075569,13,3
1162678227,13,3
1167098330,13,3
1168305968,13,3
1168742554,13,3
1170941632,13,3
1171224776,13,3
1173316842,13,3
1174735893,13,3
1177753737,13,3
117835839,13,3
1182000184,13,3
1188075730,13,3
120040131,13,3
120183461,13,3
1205498260,13,3
1213127934,13,3
1223765071,13,3
1224184809,13,3
122592212,13,3
1226280581,13,3
1231825662,13,3
1236077491,13,3
1239859572,13,3
1241396002,13,3
1246058083,13,3
1254620288,13,3
1254888209,13,3
1256402308,13,3
1261113693,13,3
1265242269,13,3
1266130287,13,3
1266610454,13,3
1270315637,13,3
1270862690,13,3
1284025766,13,3
1285994681,13,3
1290935859,13,3
1292012836,13,3
1293951711,13,3
129436023,13,3
129679932,13,3
1297103714,13,3
1298234697,13,3
132885569,13,3
134761590,13,3
135882733,13,3
142239242,13,3
147966029,13,3
152652998,13,3
157887893,13,3
158633772,13,3
159552150,13,3
160309550,13,3
164260481,13,3
165965710,13,3
166401348,13,3
174978035,13,3
176239279,13,3
179582378,13,3
180356686,13,3
183240538,13,3
184354583,13,3
184802428,13,3
191364629,13,3
196615,13,3
197023344,13,3
199287872,13,3
202664141,13,3
206848764,13,3
206855043,13,3
207976488,13,3
209227739,13,3
211044483,13,3
214735915,13,3
216414386,13,3
217786993,13,3
222841679,13,3
230193535,13,3
235156157,13,3
237180657,13,3
242100383,13,3
261277128,13,3
268360028,13,3
278322340,13,3
279893782,13,3
286653200,13,3
293715434,13,3
29674435,13,3
298619267,13,3
299513470,13,3
303413205,13,3
31060393,13,3
313008032,13,3
314536309,13,3
31691483,13,3
319537707,13,3
329908478,13,3
334455100,13,3
345707731,13,3
355304947,13,3
358523136,13,3
358718843,13,3
362198495,13,3
370023080,13,3
374613288,13,3
378237749,13,3
378887931,13,3
387009245,13,3
387504683,13,3
388273439,13,3
393438109,13,3
396858174,13,3
398161169,13,3
398360209,13,3
399597349,13,3
399919064,13,3
402471888,13,3
402597519,13,3
410574371,13,3
415451651,13,3
41847542,13,3
424407416,13,3
428483692,13,3
429415806,13,3
429994228,13,3
432094688,13,3
437500655,13,3
438319481,13,3
438982415,13,3
453355225,13,3
460422564,13,3
470753925,13,3
47833387,13,3
479957486,13,3
482489583,13,3
494279068,13,3
51379957,13,3
65237055,13,3
72017127,13,3
838660436,13,3
838962190,13,3
841783430,13,3
844283332,13,3
844741263,13,3
845209764,13,3
849464774,13,3
850362825,13,3
85293560,13,3
857041934,13,3
857667141,13,3
860403844,13,3
863039301,13,3
863892598,13,3
868037274,13,3
869900558,13,3
877753866,13,3
881707075,13,3
883352006,13,3
885627499,13,3
888112428,13,3
888318073,13,3
891102391,13,3
896619771,13,3
897182249,13,3
898320577,13,3
899233354,13,3
90506360,13,3
907933580,13,3
914099393,13,3
914914662,13,3
915544498,13,3
917184572,13,3
922524131,13,3
923635992,13,3
924220811,13,3
927895544,13,3
93197702,13,3
932709993,13,3
932884432,13,3
941696120,13,3
958061826,13,3
962346006,13,3
971483118,13,3
975168399,13,3
975619773,13,3
977961653,13,3
983265967,13,3
98516541,13,3
996863358,13,3
1004343784,14,3
1004898907,14,3
1005476112,14,3
1010206250,14,3
1010262081,14,3
1010819501,14,3
1010903352,14,3
1011293736,14,3
1013226328,14,3
1013721378,14,3
1017166065,14,3
1018181460,14,3
1018197124,14,3
1018532685,14,3
1020103304,14,3
1023254752,14,3
1023727582,14,3
1032082121,14,3
1034042285,14,3
1036085535,14,3
1036194377,14,3
1036511348,14,3
103851572,14,3
1039880708,14,3
1042002936,14,3
1044039499,14,3
1044401157,14,3
1047122924,14,3
1048107080,14,3
1051659405,14,3
1052882066,14,3
1056520863,14,3
1056855287,14,3
1057968880,14,3
1058990347,14,3
1066862197,14,3
1069350681,14,3
1070658704,14,3
1071034672,14,3
107189902,14,3
1073061127,14,3
1076972225,14,3
1077494549,14,3
1079665360,14,3
1081012561,14,3
1081236339,14,3
1082164575,14,3
108331472,14,3
1084735017,14,3
1085750908,14,3
1086190916,14,3
1086775307,14,3
1089234011,14,3
1094108196,14,3
1100054259,14,3
1100425792,14,3
1101062374,14,3
1102959175,14,3
1103042129,14,3
1104810112,14,3
1106157052,14,3
1108533525,14,3
1110697590,14,3
1111433378,14,3
1113487090,14,3
111432050,14,3
1116673938,14,3
1117040616,14,3
1125077969,14,3
1125204882,14,3
1126080901,14,3
1127037271,14,3
1133789816,14,3
1135953364,14,3
1140694492,14,3
1145553033,14,3
1146276997,14,3
1148385483,14,3
1149507211,14,3
1151691356,14,3
1151696957,14,3
115414066,14,3
1154705256,14,3
1157731046,14,3
1169539918,14,3
1186275164,14,3
1189756421,14,3
1195209271,14,3
119646432,14,3
1204891334,14,3
1205255385,14,3
1206783528,14,3
1234293780,14,3
123927419,14,3
1246305175,14,3
1252112565,14,3
1252294943,14,3
125341814,14,3
1254585018,14,3
125613264,14,3
1258708600,14,3
1259653504,14,3
1261463936,14,3
1261490010,14,3
1270294509,14,3
127148219,14,3
1272963375,14,3
1275276587,14,3
128311909,14,3
1290649537,14,3
129115728,14,3
129171733,14,3
129532423,14,3
130275451,14,3
132129205,14,3
133007583,14,3
136768014,14,3
136857574,14,3
139076354,14,3
139696004,14,3
141677541,14,3
143164595,14,3
143565976,14,3
148459702,14,3
148734496,14,3
149957907,14,3
152368836,14,3
153043914,14,3
154213902,14,3
160359105,14,3
160549292,14,3
161499990,14,3
162436404,14,3
168359082,14,3
168544688,14,3
182988870,14,3
187323268,14,3
196096928,14,3
197616704,14,3
198309819,14,3
201025637,14,3
207926632,14,3
211793106,14,3
212758494,14,3
215429095,14,3
218475301,14,3
224782449,14,3
226999754,14,3
228839683,14,3
230167061,14,3
250359047,14,3
250569616,14,3
251097261,14,3
253943779,14,3
268777060,14,3
274072356,14,3
285085492,14,3
285546338,14,3
285684968,14,3
286552234,14,3
287436628,14,3
292842947,14,3
293476333,14,3
300299890,14,3
301153307,14,3
304445195,14,3
306316766,14,3
311662591,14,3
31186995,14,3
311922200,14,3
315765042,14,3
319642373,14,3
320993010,14,3
321387272,14,3
321637580,14,3
322172253,14,3
325964943,14,3
326156384,14,3
336601010,14,3
345519108,14,3
346777102,14,3
347026308,14,3
347352847,14,3
347417766,14,3
347581866,14,3
348516646,14,3
348681879,14,3
350124891,14,3
351011673,14,3
355991354,14,3
357075871,14,3
358863555,14,3
36140088,14,3
362252030,14,3
362770371,14,3
365017643,14,3
368269357,14,3
369051719,14,3
36956019,14,3
370166028,14,3
370565649,14,3
378334091,14,3
384076168,14,3
384742893,14,3
387056276,14,3
387063113,14,3
388298072,14,3
389328420,14,3
391869390,14,3
394040352,14,3
395681670,14,3
396842181,14,3
400981275,14,3
403742920,14,3
407221548,14,3
410336998,14,3
413945941,14,3
417485381,14,3
423000596,14,3
423540895,14,3
424392271,14,3
424820028,14,3
424878513,14,3
42761792,14,3
428463239,14,3
429319861,14,3
433483737,14,3
438481566,14,3
441331265,14,3
44287480,14,3
444659074,14,3
44668787,14,3
446859521,14,3
448934678,14,3
451436354,14,3
452756360,14,3
453118221,14,3
454724755,14,3
455060265,14,3
45570547,14,3
457544116,14,3
460775902,14,3
465694489,14,3
470062404,14,3
470851248,14,3
475864090,14,3
478410575,14,3
50855926,14,3
74352736,14,3
78675402,14,3
83068588,14,3
841480220,14,3
848037407,14,3
848323550,14,3
857680602,14,3
861416519,14,3
863017919,14,3
863702205,14,3
868921898,14,3
87113344,14,3
872053398,14,3
873031351,14,3
873375073,14,3
876514723,14,3
877193527,14,3
877273571,14,3
881051324,14,3
881835886,14,3
884791318,14,3
886827419,14,3
889226085,14,3
895248023,14,3
897953384,14,3
899799102,14,3
899817808,14,3
900843877,14,3
902394583,14,3
905030968,14,3
905328168,14,3
905334830,14,3
905676315,14,3
906604396,14,3
908099272,14,3
908465978,14,3
911830612,14,3
918549422,14,3
928366494,14,3
934111291,14,3
937102536,14,3
94290650,14,3
944142567,14,3
950060882,14,3
957383157,14,3
970975474,14,3
978105199,14,3
985665081,14,3
1004641552,14,3
1004940037,14,3
1010936618,14,3
1011476563,14,3
101922172,14,3
1023034594,14,3
1024471562,14,3
1029680449,14,3
1030257726,14,3
1034186764,14,3
1034217821,14,3
1051865537,14,3
1054185824,14,3
1054854940,14,3
1054918927,14,3
105578237,14,3
1059558005,14,3
1059737365,14,3
1061380555,14,3
1065035971,14,3
1066662628,14,3
1067733813,14,3
1068649202,14,3
1069870500,14,3
1073377374,14,3
1076261227,14,3
1076399209,14,3
1078095046,14,3
1081614531,14,3
1092995547,14,3
1093560525,14,3
1095445525,14,3
109678156,14,3
1097605740,14,3
1106865891,14,3
111155112,14,3
1123482413,14,3
1136081341,14,3
1137339677,14,3
1139152284,14,3
1143574259,14,3
1145727369,14,3
1148297424,14,3
1150817745,14,3
1151686364,14,3
1152472712,14,3
1153215661,14,3
115947534,14,3
1168967104,14,3
1171319323,14,3
1174099521,14,3
1175973551,14,3
1176008432,14,3
1176226656,14,3
1179988759,14,3
118170834,14,3
1189105667,14,3
1190500480,14,3
1191294026,14,3
1195722051,14,3
1197818274,14,3
1198209297,14,3
1198996848,14,3
120224088,14,3
1202936558,14,3
1241568289,14,3
1244035276,14,3
1244270550,14,3
1259235987,14,3
1264475741,14,3
1286203346,14,3
1302137445,14,3
131030380,14,3
131858826,14,3
132847959,14,3
133985360,14,3
139508230,14,3
141847320,14,3
143076897,14,3
148219660,14,3
149584533,14,3
151462558,14,3
152003645,14,3
153045199,14,3
154376181,14,3
155945630,14,3
158572758,14,3
161285299,14,3
163032146,14,3
164869125,14,3
166799626,14,3
169829025,14,3
176011959,14,3
178503914,14,3
179363274,14,3
180686202,14,3
182122556,14,3
184643180,14,3
186809708,14,3
187827858,14,3
193754767,14,3
196570009,14,3
199161706,14,3
199918540,14,3
201198945,14,3
203657736,14,3
205830140,14,3
207535060,14,3
209718042,14,3
209975455,14,3
214159397,14,3
227329078,14,3
230421170,14,3
235522285,14,3
239351482,14,3
240133470,14,3
242484247,14,3
246581623,14,3
247701771,14,3
2699468,14,3
273910268,14,3
280500092,14,3
281623046,14,3
282883402,14,3
283653742,14,3
297909128,14,3
299304683,14,3
302517237,14,3
305418467,14,3
306728113,14,3
308923037,14,3
311521755,14,3
312526701,14,3
313328680,14,3
314304681,14,3
315313726,14,3
315431660,14,3
315713104,14,3
324225791,14,3
326572971,14,3
327238410,14,3
332104211,14,3
333253578,14,3
35155726,14,3
352959598,14,3
353016833,14,3
355089374,14,3
360582389,14,3
361737990,14,3
363062202,14,3
373650722,14,3
388248938,14,3
390229412,14,3
397467654,14,3
402206772,14,3
402969893,14,3
403087837,14,3
403694422,14,3
409648450,14,3
425031907,14,3
428947971,14,3
45314770,14,3
454003335,14,3
454826575,14,3
460946206,14,3
462080982,14,3
4652708,14,3
484822265,14,3
485888601,14,3
48745106,14,3
489111329,14,3
52002336,14,3
55880146,14,3
56936657,14,3
624731158,14,3
77064779,14,3
78876066,14,3
79189216,14,3
83321721,14,3
838995875,14,3
848302169,14,3
852378478,14,3
853317576,14,3
853485582,14,3
867056438,14,3
869833816,14,3
870979639,14,3
883873097,14,3
886732877,14,3
888016735,14,3
888286079,14,3
890424308,14,3
890632206,14,3
890897762,14,3
894981393,14,3
898088551,14,3
898285197,14,3
899361669,14,3
907374436,14,3
908132545,14,3
908852313,14,3
909124892,14,3
912229181,14,3
912794228,14,3
914458771,14,3
918766824,14,3
919490427,14,3
925207342,14,3
953498737,14,3
965426391,14,3
971321059,14,3
981560374,14,3
996347395,14,3
1001382351,14,3
1004328244,14,3
1004666478,14,3
1010878302,14,3
1010971522,14,3
1011918032,14,3
1012525995,14,3
101528980,14,3
1015444767,14,3
1016986399,14,3
1018944541,14,3
1023296974,14,3
1024529324,14,3
1025015300,14,3
102515399,14,3
1030592372,14,3
1032675342,14,3
1037503198,14,3
1037603636,14,3
1040876278,14,3
1041951551,14,3
1043100176,14,3
1045613982,14,3
1045871582,14,3
1050256863,14,3
1051018181,14,3
1051852820,14,3
1053702416,14,3
1059555336,14,3
1059708646,14,3
1065252619,14,3
1065421412,14,3
1065755302,14,3
1073728901,14,3
1076991393,14,3
1077989814,14,3
1079738091,14,3
1081799494,14,3
1082933638,14,3
1083329500,14,3
1084707669,14,3
1085395473,14,3
1086904884,14,3
1088613872,14,3
1089586602,14,3
1104132123,14,3
1108958832,14,3
1109822394,14,3
1110326340,14,3
1116045614,14,3
1116344245,14,3
1116691067,14,3
111918984,14,3
1123217930,14,3
1126158314,14,3
1127182264,14,3
1134886947,14,3
1139265919,14,3
1140297692,14,3
1144133076,14,3
1144587129,14,3
1147909729,14,3
114999068,14,3
1152848811,14,3
1158049664,14,3
116326871,14,3
1167460183,14,3
1175881894,14,3
117832416,14,3
1180259166,14,3
1182661813,14,3
1183147218,14,3
1185024808,14,3
1185646509,14,3
119024132,14,3
1201585768,14,3
1202419897,14,3
1204198563,14,3
1205757572,14,3
1210830959,14,3
1217319219,14,3
122219092,14,3
1226736832,14,3
1228894102,14,3
1235017075,14,3
1235853449,14,3
1238317162,14,3
124150011,14,3
1246588883,14,3
1248520311,14,3
1249690230,14,3
1249980790,14,3
1253742378,14,3
1258661500,14,3
1259710910,14,3
1264285238,14,3
1264335393,14,3
1266098274,14,3
1267311056,14,3
1315637783,14,3
133326429,14,3
134996664,14,3
141404575,14,3
144395928,14,3
145675514,14,3
147234241,14,3
151349328,14,3
152198642,14,3
152269345,14,3
153193160,14,3
157045929,14,3
161075893,14,3
161903160,14,3
168799734,14,3
169511288,14,3
170797423,14,3
170914986,14,3
171906364,14,3
172363724,14,3
173801061,14,3
177246147,14,3
180942992,14,3
181869682,14,3
186767173,14,3
187120731,14,3
194502637,14,3
194717275,14,3
200096477,14,3
201512698,14,3
205906843,14,3
205940295,14,3
208425146,14,3
214203309,14,3
217979419,14,3
230894995,14,3
235675767,14,3
242039659,14,3
245180444,14,3
253416921,14,3
25818395,14,3
260223931,14,3
26906859,14,3
27252176,14,3
278579168,14,3
282749022,14,3
296909975,14,3
300221269,14,3
308227491,14,3
308255546,14,3
322746341,14,3
328571284,14,3
328781029,14,3
329047401,14,3
330367021,14,3
336566044,14,3
344172808,14,3
345597869,14,3
346047447,14,3
352729302,14,3
354237705,14,3
354575153,14,3
364435219,14,3
366434590,14,3
372364644,14,3
381039859,14,3
384210793,14,3
388082134,14,3
393689867,14,3
396921610,14,3
397418605,14,3
397738376,14,3
398933070,14,3
400847684,14,3
402205019,14,3
405677533,14,3
415840596,14,3
444114281,14,3
444427386,14,3
453735774,14,3
458600856,14,3
460165412,14,3
461149977,14,3
463494455,14,3
471645098,14,3
475872846,14,3
476611562,14,3
483174490,14,3
57840267,14,3
58266381,14,3
65676002,14,3
67991286,14,3
70351132,14,3
766825548,14,3
76693800,14,3
80785895,14,3
81634768,14,3
81989720,14,3
841979347,14,3
843649483,14,3
84557996,14,3
847019858,14,3
855478239,14,3
855853509,14,3
857860633,14,3
861732654,14,3
862043497,14,3
863725306,14,3
864408053,14,3
883524499,14,3
897733754,14,3
902911616,14,3
903041511,14,3
904630605,14,3
910904687,14,3
915726046,14,3
916022367,14,3
931137984,14,3
931276588,14,3
931960807,14,3
97634133,14,3
986398283,14,3
987548521,14,3
993671929,14,3
997873900,14,3
1003017445,14,3
1013129824,14,3
1017176283,14,3
1018453179,14,3
1020094577,14,3
1022408966,14,3
1024922670,14,3
1027429248,14,3
1028497352,14,3
1028800231,14,3
1029283689,14,3
102996841,14,3
1030372495,14,3
1032177358,14,3
1038887889,14,3
1039052937,14,3
1041075937,14,3
1043349154,14,3
1044247275,14,3
1044478097,14,3
1044821041,14,3
1045173573,14,3
1047375653,14,3
1051023339,14,3
1051158079,14,3
1051849179,14,3
1054820828,14,3
1055239375,14,3
1055471015,14,3
1055556593,14,3
1055714249,14,3
1056285933,14,3
1056473503,14,3
1056785153,14,3
1062207737,14,3
1062286901,14,3
1062310045,14,3
1063496266,14,3
1065010624,14,3
106553569,14,3
106737867,14,3
1068308723,14,3
1071082611,14,3
1071226884,14,3
1074416369,14,3
1076533619,14,3
1077640606,14,3
1078822796,14,3
1079660460,14,3
1080825552,14,3
1085042006,14,3
1089009636,14,3
1094008838,14,3
1094366781,14,3
1097359160,14,3
110180704,14,3
1102154606,14,3
1105911773,14,3
1106748278,14,3
1110679287,14,3
1111163235,14,3
111470756,14,3
1118710979,14,3
1121688662,14,3
1121924931,14,3
1123167373,14,3
1124536127,14,3
1125292977,14,3
1125989790,14,3
1128915647,14,3
1130742693,14,3
1131922485,14,3
1133309058,14,3
1133541193,14,3
1134406790,14,3
113543996,14,3
1140734492,14,3
1141132748,14,3
1143781734,14,3
1143846267,14,3
1145352231,14,3
1146457160,14,3
1147808129,14,3
1148076155,14,3
1150454347,14,3
1155905516,14,3
1160238808,14,3
1160972523,14,3
1163933236,14,3
1165222698,14,3
1165887830,14,3
1168186612,14,3
1170105768,14,3
1171074145,14,3
1174079240,14,3
1176352440,14,3
1177368848,14,3
117752091,14,3
1179462494,14,3
118047984,14,3
1183550754,14,3
1193036870,14,3
1194466994,14,3
119905951,14,3
1204032686,14,3
1211047033,14,3
1213338481,14,3
121414596,14,3
1215404336,14,3
121554042,14,3
1216650507,14,3
1218268507,14,3
1226465765,14,3
1227595238,14,3
123042452,14,3
1234737485,14,3
1235148711,14,3
1236968300,14,3
1241953834,14,3
1243232248,14,3
1243817462,14,3
1245915849,14,3
1246292812,14,3
1252236016,14,3
1252648810,14,3
125397384,14,3
1254806819,14,3
1254900634,14,3
1257942195,14,3
1258874242,14,3
1259078098,14,3
1263351147,14,3
1265946170,14,3
127468017,14,3
1275827059,14,3
1288151045,14,3
1290712830,14,3
129111858,14,3
131017430,14,3
1313121680,14,3
133979612,14,3
142454474,14,3
143760231,14,3
144429592,14,3
145514204,14,3
157007374,14,3
158319238,14,3
159688812,14,3
160773992,14,3
161640738,14,3
163298840,14,3
165106460,14,3
169715078,14,3
170794754,14,3
171871746,14,3
173714327,14,3
173968085,14,3
176579658,14,3
182108862,14,3
184299677,14,3
184571171,14,3
186759474,14,3
186779034,14,3
187476888,14,3
188836230,14,3
197505536,14,3
199603767,14,3
200217387,14,3
201057566,14,3
202106388,14,3
203051331,14,3
203686403,14,3
204547132,14,3
205401663,14,3
207393502,14,3
208617305,14,3
210279001,14,3
219982065,14,3
22253439,14,3
229960466,14,3
233696377,14,3
239796818,14,3
242418753,14,3
246848740,14,3
250523332,14,3
253271697,14,3
260228715,14,3
264496508,14,3
265467172,14,3
273834540,14,3
280500746,14,3
282484130,14,3
283670852,14,3
287810986,14,3
290985522,14,3
292528516,14,3
292831616,14,3
295733842,14,3
296267963,14,3
297178928,14,3
300452380,14,3
300720978,14,3
304727948,14,3
315191380,14,3
315450933,14,3
321640258,14,3
323133597,14,3
324204170,14,3
328426339,14,3
331964981,14,3
335208230,14,3
336639166,14,3
33814703,14,3
340147268,14,3
343139329,14,3
346591262,14,3
347627697,14,3
348413922,14,3
350202794,14,3
351043136,14,3
357951663,14,3
359899754,14,3
359938016,14,3
36148378,14,3
372161536,14,3
374364586,14,3
376131497,14,3
376337872,14,3
37828865,14,3
380560544,14,3
384864255,14,3
386023139,14,3
386362751,14,3
38702221,14,3
391669629,14,3
394522881,14,3
395226636,14,3
398529744,14,3
401602772,14,3
402224,14,3
405843916,14,3
406413056,14,3
409086201,14,3
411043285,14,3
41208246,14,3
413379151,14,3
418591797,14,3
421035965,14,3
428678545,14,3
43494462,14,3
437651509,14,3
439095585,14,3
439652498,14,3
441964427,14,3
442063107,14,3
445701081,14,3
45475912,14,3
455780261,14,3
456833270,14,3
460890850,14,3
465467516,14,3
466143950,14,3
472015263,14,3
473054315,14,3
479519331,14,3
482444808,14,3
486078591,14,3
486249255,14,3
488348144,14,3
52969294,14,3
57312945,14,3
65374588,14,3
65566762,14,3
69725709,14,3
723324509,14,3
74053712,14,3
793920,14,3
79987892,14,3
81454731,14,3
82488380,14,3
83157311,14,3
835260650,14,3
836046297,14,3
836617394,14,3
838257427,14,3
846611360,14,3
849298887,14,3
851059568,14,3
851503279,14,3
852313580,14,3
854705564,14,3
85684467,14,3
860212800,14,3
860346727,14,3
860629591,14,3
861273627,14,3
861406828,14,3
862757971,14,3
862955804,14,3
863322179,14,3
863936447,14,3
864840784,14,3
86883854,14,3
869426508,14,3
869854944,14,3
870987345,14,3
875503583,14,3
875530536,14,3
876593454,14,3
878409915,14,3
880794900,14,3
883551949,14,3
886801209,14,3
890085699,14,3
890194015,14,3
891596452,14,3
89596535,14,3
901448379,14,3
902514857,14,3
904705295,14,3
905455676,14,3
90575716,14,3
906238420,14,3
907126198,14,3
908239299,14,3
908956093,14,3
910096311,14,3
910346165,14,3
912247314,14,3
912600326,14,3
912981220,14,3
914364236,14,3
916270707,14,3
916918867,14,3
917169284,14,3
918066593,14,3
918353808,14,3
920301413,14,3
921626306,14,3
92559680,14,3
932907783,14,3
95709425,14,3
967070810,14,3
97247190,14,3
973036474,14,3
977833729,14,3
980610268,14,3
981299872,14,3
98313262,14,3
983438556,14,3
993877418,14,3
1004301349,15,3
1006269717,15,3
1009197958,15,3
1010184075,15,3
1013225927,15,3
101516201,15,3
1016766491,15,3
1038478022,15,3
1042961855,15,3
1043931652,15,3
1044782568,15,3
1051532726,15,3
1053480358,15,3
1054806479,15,3
1058212381,15,3
105862822,15,3
1058680249,15,3
1067171841,15,3
1067293556,15,3
1071964809,15,3
1077530948,15,3
1078053616,15,3
1083858999,15,3
1092721052,15,3
109836805,15,3
1111197490,15,3
1113006127,15,3
1113769292,15,3
1115918991,15,3
1118164095,15,3
1123201447,15,3
1128218300,15,3
1129133660,15,3
113069590,15,3
1134134697,15,3
1134462611,15,3
1139310489,15,3
1140172933,15,3
1140313136,15,3
1144292888,15,3
1144399901,15,3
1145220194,15,3
1145964881,15,3
1156356524,15,3
1157031550,15,3
1160664501,15,3
1163026958,15,3
117188773,15,3
117849952,15,3
1185700512,15,3
1186031352,15,3
1190858954,15,3
1200572743,15,3
1214204691,15,3
1244518355,15,3
1246955380,15,3
1251080367,15,3
1256623748,15,3
1260525834,15,3
126359098,15,3
126812739,15,3
1270273427,15,3
1271612671,15,3
1288514070,15,3
128907273,15,3
128907460,15,3
129441095,15,3
140505055,15,3
147603864,15,3
153067962,15,3
158681527,15,3
159506782,15,3
159956193,15,3
161390371,15,3
161819187,15,3
168452693,15,3
171533250,15,3
175164206,15,3
177442446,15,3
180095082,15,3
180338658,15,3
191062074,15,3
196617889,15,3
199716427,15,3
202466657,15,3
203013926,15,3
207601378,15,3
210791554,15,3
212271089,15,3
212914627,15,3
214662930,15,3
219900317,15,3
219909370,15,3
227931938,15,3
231225649,15,3
239370813,15,3
242672510,15,3
252465407,15,3
255719065,15,3
271106040,15,3
278159168,15,3
280272594,15,3
290331828,15,3
292182784,15,3
294725003,15,3
295144209,15,3
296515962,15,3
303772578,15,3
317005632,15,3
317086061,15,3
317101109,15,3
317289689,15,3
318052114,15,3
321554337,15,3
336348760,15,3
337678114,15,3
337766855,15,3
338643970,15,3
340295772,15,3
344361333,15,3
347378674,15,3
361215750,15,3
362522180,15,3
376709697,15,3
378866976,15,3
379626150,15,3
39238567,15,3
396820542,15,3
397496006,15,3
403407439,15,3
404784411,15,3
405105960,15,3
405267026,15,3
405299795,15,3
405912041,15,3
408128772,15,3
411603094,15,3
412303052,15,3
416431752,15,3
424448236,15,3
428270991,15,3
430280526,15,3
438893583,15,3
443823476,15,3
457348091,15,3
460409571,15,3
470817169,15,3
470889761,15,3
480364387,15,3
486072353,15,3
58966718,15,3
61141832,15,3
63948638,15,3
69131899,15,3
74353056,15,3
836347606,15,3
840018708,15,3
841010008,15,3
851595347,15,3
853156532,15,3
860402276,15,3
865437557,15,3
869717990,15,3
870729241,15,3
871409713,15,3
873516244,15,3
875264328,15,3
878028479,15,3
87825035,15,3
878958120,15,3
879232309,15,3
881197772,15,3
882930149,15,3
887636661,15,3
889733815,15,3
889861916,15,3
891306224,15,3
89301193,15,3
895070809,15,3
896063798,15,3
897642178,15,3
898234966,15,3
899358905,15,3
902493213,15,3
903660525,15,3
906054802,15,3
907340869,15,3
915919036,15,3
921585793,15,3
92346664,15,3
924414836,15,3
928696670,15,3
932642665,15,3
959297775,15,3
968258439,15,3
971021426,15,3
971885542,15,3
973855024,15,3
98541327,15,3
996010286,15,3
997257887,15,3
1002975321,15,3
1003398844,15,3
1006021234,15,3
1007263159,15,3
1009516999,15,3
1010088233,15,3
1014386446,15,3
1021938030,15,3
1024546235,15,3
1034195067,15,3
1036589449,15,3
1045744222,15,3
1049611276,15,3
1049839572,15,3
1060525391,15,3
1073865299,15,3
1081442327,15,3
1085398351,15,3
1087321442,15,3
1095112077,15,3
1102497784,15,3
1102659608,15,3
1105022467,15,3
1108117841,15,3
1111554279,15,3
1112293533,15,3
1126787902,15,3
1126821213,15,3
1135851091,15,3
1141683566,15,3
114270539,15,3
114723309,15,3
1149547649,15,3
1170538190,15,3
1185793609,15,3
1186845116,15,3
119424380,15,3
1201229317,15,3
1208310709,15,3
1228310880,15,3
124857996,15,3
1252563125,15,3
127451553,15,3
128758300,15,3
129481040,15,3
134711435,15,3
13671847,15,3
137431726,15,3
142017083,15,3
146020775,15,3
152247639,15,3
156446031,15,3
156723834,15,3
158835002,15,3
159579429,15,3
171854042,15,3
172384761,15,3
177585860,15,3
181197220,15,3
185136746,15,3
200922047,15,3
201418663,15,3
213394790,15,3
220057421,15,3
220422853,15,3
225202481,15,3
237152975,15,3
243810064,15,3
246525760,15,3
252450269,15,3
253360779,15,3
26569598,15,3
281831176,15,3
294050786,15,3
302259392,15,3
304242574,15,3
310941200,15,3
311790245,15,3
313689548,15,3
318893402,15,3
323329777,15,3
325646041,15,3
326962377,15,3
34230209,15,3
342351016,15,3
344284933,15,3
349040177,15,3
351639638,15,3
354726010,15,3
355299310,15,3
362987212,15,3
374465938,15,3
375496718,15,3
376685513,15,3
376721263,15,3
378273167,15,3
381471244,15,3
388209798,15,3
391554609,15,3
40470451,15,3
408084671,15,3
417020292,15,3
418845170,15,3
421630150,15,3
424149105,15,3
482428285,15,3
50135413,15,3
557000,15,3
56284698,15,3
62632342,15,3
835837285,15,3
