pid,rank,access_state
1003094894,12,3
1005724189,12,3
1005970550,12,3
1006381418,12,3
1022253144,12,3
1029100440,12,3
1032702470,12,3
1034097732,12,3
1035496789,12,3
1040326016,12,3
1044273465,12,3
1050242340,12,3
1058946068,12,3
1060122368,12,3
1061282053,12,3
1063512871,12,3
1067496757,12,3
1072009588,12,3
1072928067,12,3
1075363779,12,3
1079360501,12,3
1083384144,12,3
1083961559,12,3
108655658,12,3
1090034565,12,3
1099559487,12,3
1100960921,12,3
1101818196,12,3
1106888330,12,3
1107235058,12,3
1108179434,12,3
1111576952,12,3
1116563814,12,3
1117334358,12,3
1117386917,12,3
1123442956,12,3
1123531313,12,3
1123905923,12,3
1130664769,12,3
1133760808,12,3
1140042567,12,3
1140683007,12,3
1141077700,12,3
1142347920,12,3
114732420,12,3
1147847717,12,3
114813206,12,3
1154482078,12,3
1154820375,12,3
1168476920,12,3
1171115857,12,3
1173744313,12,3
118071049,12,3
118378652,12,3
1187052394,12,3
1193782100,12,3
1203642727,12,3
1204447305,12,3
1205014586,12,3
1205988439,12,3
1220953126,12,3
122134533,12,3
1223268433,12,3
1232183584,12,3
123338030,12,3
1236363385,12,3
1238905756,12,3
1245330512,12,3
1249097970,12,3
1249625631,12,3
1256125734,12,3
125761738,12,3
1260764283,12,3
1267410677,12,3
1268042144,12,3
1270341547,12,3
1271085826,12,3
1274097453,12,3
1275225332,12,3
1276860807,12,3
128224226,12,3
1283146075,12,3
1286468541,12,3
1287134793,12,3
1295224187,12,3
135631357,12,3
136871589,12,3
145697757,12,3
146002840,12,3
149141174,12,3
152839606,12,3
154048164,12,3
154224343,12,3
158203508,12,3
160137,12,3
161359826,12,3
176515486,12,3
179448894,12,3
180408003,12,3
182239120,12,3
184670308,12,3
184690442,12,3
186102498,12,3
187473514,12,3
195266166,12,3
204050360,12,3
206974587,12,3
207587128,12,3
213924511,12,3
223813415,12,3
225279247,12,3
229118147,12,3
232127077,12,3
233421791,12,3
234718194,12,3
236037805,12,3
242673466,12,3
250335967,12,3
251892673,12,3
254981187,12,3
258527373,12,3
277844108,12,3
281008268,12,3
283891366,12,3
28394606,12,3
290721068,12,3
303060414,12,3
307369934,12,3
307380877,12,3
307660827,12,3
31944398,12,3
321940739,12,3
322406493,12,3
326397666,12,3
331994638,12,3
341781362,12,3
344529236,12,3
352145649,12,3
357403075,12,3
360015848,12,3
362973454,12,3
365355627,12,3
374456859,12,3
377319832,12,3
377357455,12,3
383219233,12,3
385308707,12,3
38741915,12,3
387645056,12,3
388788435,12,3
396147612,12,3
399459084,12,3
400223835,12,3
401271676,12,3
412769402,12,3
413308911,12,3
414477488,12,3
416156028,12,3
417003484,12,3
417157123,12,3
421923753,12,3
422612000,12,3
425857811,12,3
426150683,12,3
427967026,12,3
431421308,12,3
441480595,12,3
445262446,12,3
447644987,12,3
449212741,12,3
453298883,12,3
466932303,12,3
473355317,12,3
47875609,12,3
481481446,12,3
68009807,12,3
73687881,12,3
74470403,12,3
79901861,12,3
838478204,12,3
839638827,12,3
840496532,12,3
841557647,12,3
842980071,12,3
84635901,12,3
846407666,12,3
846434121,12,3
846545827,12,3
849213139,12,3
852754479,12,3
855359670,12,3
860134677,12,3
861516554,12,3
869570765,12,3
869863545,12,3
871084416,12,3
876380609,12,3
878534961,12,3
879427545,12,3
885276409,12,3
88675054,12,3
893719226,12,3
894919442,12,3
898251128,12,3
900021388,12,3
900793437,12,3
905886669,12,3
905942145,12,3
911541913,12,3
911651543,12,3
916557075,12,3
916923626,12,3
917298564,12,3
924154648,12,3
93415901,12,3
937390828,12,3
943953276,12,3
946935711,12,3
963709704,12,3
968516685,12,3
969850978,12,3
97352087,12,3
975302953,12,3
977504149,12,3
986558301,12,3
986761819,12,3
989718741,12,3
989753641,12,3
990951973,12,3
992108473,12,3
1006071424,13,3
101390047,13,3
1014832241,13,3
1023417002,13,3
1023476402,13,3
1023977515,13,3
1024712831,13,3
1034053754,13,3
1034855925,13,3
1036438543,13,3
1040349542,13,3
1045407159,13,3
1046157845,13,3
1046888972,13,3
1048993776,13,3
105115881,13,3
1056386007,13,3
1057466198,13,3
1059568873,13,3
1060909645,13,3
1061578524,13,3
1068293992,13,3
1069309379,13,3
1072198602,13,3
1077829463,13,3
107833826,13,3
108905655,13,3
1092066793,13,3
1094093173,13,3
1094956410,13,3
1098201235,13,3
110042661,13,3
1101131764,13,3
1102710230,13,3
110292296,13,3
1104430006,13,3
1105519608,13,3
1108448544,13,3
1108732681,13,3
1112418857,13,3
1112877843,13,3
1116036135,13,3
1116135425,13,3
1119223157,13,3
1121250481,13,3
1122897180,13,3
1123280481,13,3
112709672,13,3
1129614459,13,3
1132024848,13,3
1135278919,13,3
1138433688,13,3
1140307713,13,3
1145779753,13,3
1146552074,13,3
1153175934,13,3
1159959163,13,3
1161512183,13,3
1161767601,13,3
1163495570,13,3
1163800296,13,3
1168978450,13,3
117132396,13,3
1179207816,13,3
1180220908,13,3
1181675188,13,3
1182569944,13,3
1186214650,13,3
1187682638,13,3
1193007810,13,3
1194001464,13,3
1196240090,13,3
119838246,13,3
119886470,13,3
1203881791,13,3
1208244321,13,3
1212452412,13,3
122209991,13,3
1224915795,13,3
122506474,13,3
1228604155,13,3
1229179095,13,3
1231156576,13,3
1232602011,13,3
123478517,13,3
1242907721,13,3
1243419020,13,3
124647412,13,3
1249832608,13,3
1256740861,13,3
1257050023,13,3
126073144,13,3
1260996404,13,3
1261679573,13,3
1267067768,13,3
1270609236,13,3
127251539,13,3
1279020758,13,3
1280272835,13,3
128076679,13,3
1283055297,13,3
131496478,13,3
143407938,13,3
147216966,13,3
153520754,13,3
154466078,13,3
156215817,13,3
158592550,13,3
158599928,13,3
162950329,13,3
164977214,13,3
167253747,13,3
167264908,13,3
171993653,13,3
172832585,13,3
174353165,13,3
178091474,13,3
178522039,13,3
182534385,13,3
183704574,13,3
183785943,13,3
184916414,13,3
203038631,13,3
204049883,13,3
207638903,13,3
215899482,13,3
218290278,13,3
218339447,13,3
226736331,13,3
230063810,13,3
235418958,13,3
238126919,13,3
238501439,13,3
244854501,13,3
250007324,13,3
253122059,13,3
254513964,13,3
256676527,13,3
266911448,13,3
281886564,13,3
293206926,13,3
294175562,13,3
296869652,13,3
317605303,13,3
331511591,13,3
33344355,13,3
334478120,13,3
340201808,13,3
340730814,13,3
345814537,13,3
347769860,13,3
348549052,13,3
354385772,13,3
355021113,13,3
356345819,13,3
362962612,13,3
364583151,13,3
364792365,13,3
365552643,13,3
369450081,13,3
371609677,13,3
378041922,13,3
381648181,13,3
381848127,13,3
383750942,13,3
392206062,13,3
392865306,13,3
395401681,13,3
403506007,13,3
403751361,13,3
405509052,13,3
41020793,13,3
411240944,13,3
412369719,13,3
417848781,13,3
417972701,13,3
424856840,13,3
428981218,13,3
437620312,13,3
439982315,13,3
440670222,13,3
443864167,13,3
448085245,13,3
451244369,13,3
455206078,13,3
462847812,13,3
469171412,13,3
472070759,13,3
479758607,13,3
50316010,13,3
78835117,13,3
81356882,13,3
836395862,13,3
837381235,13,3
838487023,13,3
838771192,13,3
839603111,13,3
842869002,13,3
847291112,13,3
847605386,13,3
852324529,13,3
854836177,13,3
860835669,13,3
861818586,13,3
862601398,13,3
863108513,13,3
864014686,13,3
866185835,13,3
868390858,13,3
871577154,13,3
873415301,13,3
875643351,13,3
877754754,13,3
882376105,13,3
886559539,13,3
890726329,13,3
891294375,13,3
896868529,13,3
897557350,13,3
904897347,13,3
905294221,13,3
906956870,13,3
90996470,13,3
915622763,13,3
915647666,13,3
916104652,13,3
91632142,13,3
91932643,13,3
922499250,13,3
923909850,13,3
925869458,13,3
931588038,13,3
93244687,13,3
933437792,13,3
933905939,13,3
937645733,13,3
953661807,13,3
957016075,13,3
959108619,13,3
971011411,13,3
972224114,13,3
993800609,13,3
996309,13,3
998004315,13,3
1003104606,13,3
1005696325,13,3
1009001486,13,3
1024708117,13,3
1027143726,13,3
1028503692,13,3
1033483777,13,3
1034521472,13,3
1036720375,13,3
1038188540,13,3
1041938430,13,3
1042034054,13,3
1042921601,13,3
1043207028,13,3
1044658872,13,3
1051776832,13,3
1052273269,13,3
1052806303,13,3
1053910993,13,3
1054434997,13,3
1054507701,13,3
1054772289,13,3
1056859479,13,3
1058905912,13,3
1059859749,13,3
1067408207,13,3
1070892197,13,3
1071966080,13,3
1076208102,13,3
108194550,13,3
1087670190,13,3
1092730160,13,3
1093486336,13,3
1097120604,13,3
1100437472,13,3
1101206843,13,3
1105708529,13,3
1106104820,13,3
1106410035,13,3
1108827276,13,3
1117119051,13,3
1122933618,13,3
1125423372,13,3
1133853877,13,3
1134006593,13,3
1135892962,13,3
113922119,13,3
114000606,13,3
1143133934,13,3
1143925125,13,3
1144962591,13,3
1146719186,13,3
1149780309,13,3
1149954426,13,3
1152246844,13,3
1154311895,13,3
1154607629,13,3
1155896514,13,3
115651817,13,3
1156933649,13,3
1157827752,13,3
1158974411,13,3
1162146818,13,3
1164151228,13,3
1165720323,13,3
1175668915,13,3
1177150136,13,3
1178043111,13,3
119367626,13,3
1193754866,13,3
1194112007,13,3
1199562506,13,3
1201505125,13,3
1204048446,13,3
1205426822,13,3
120645296,13,3
1206980264,13,3
121613835,13,3
1221274392,13,3
1222793258,13,3
1229360192,13,3
1233070277,13,3
1234689638,13,3
1235853449,13,3
1240253811,13,3
124286098,13,3
1243936359,13,3
124624208,13,3
125162446,13,3
125243774,13,3
1253229752,13,3
1259735352,13,3
1265401030,13,3
1269652918,13,3
1269828108,13,3
127148219,13,3
1278792910,13,3
1290186014,13,3
130673359,13,3
139287236,13,3
143721134,13,3
143758788,13,3
146661162,13,3
146750237,13,3
147347954,13,3
149760486,13,3
152031236,13,3
159299482,13,3
162425419,13,3
163229440,13,3
165643804,13,3
166587274,13,3
168860480,13,3
169726274,13,3
169797329,13,3
171335744,13,3
178202489,13,3
180323344,13,3
186546868,13,3
187076408,13,3
188784115,13,3
190938643,13,3
204169898,13,3
204940273,13,3
207348859,13,3
208243881,13,3
215081841,13,3
217072631,13,3
219723562,13,3
226072566,13,3
226121819,13,3
226759777,13,3
231878513,13,3
232390633,13,3
233954823,13,3
235808115,13,3
245100899,13,3
249227436,13,3
254568176,13,3
259848580,13,3
26847820,13,3
277168802,13,3
280683056,13,3
292731917,13,3
293907858,13,3
295129093,13,3
298389254,13,3
298988656,13,3
311612235,13,3
314139755,13,3
315371413,13,3
320726086,13,3
328149092,13,3
333367969,13,3
341109415,13,3
345047799,13,3
346196630,13,3
346648523,13,3
352246038,13,3
355229480,13,3
358229868,13,3
361567307,13,3
364706779,13,3
364770309,13,3
367991749,13,3
371084311,13,3
372438911,13,3
374177929,13,3
378729332,13,3
381673919,13,3
385143642,13,3
385807284,13,3
386400045,13,3
389258410,13,3
39505242,13,3
397389443,13,3
397901439,13,3
39958586,13,3
406838826,13,3
413210342,13,3
414261080,13,3
416215377,13,3
424829847,13,3
425885295,13,3
426192100,13,3
42719289,13,3
428010568,13,3
430962339,13,3
431099883,13,3
436884583,13,3
442525512,13,3
447346406,13,3
451536833,13,3
452454031,13,3
457016581,13,3
458494059,13,3
46364912,13,3
467045386,13,3
46983044,13,3
474113838,13,3
483416639,13,3
484491104,13,3
490308445,13,3
493409514,13,3
49356195,13,3
53517430,13,3
57207092,13,3
61770875,13,3
62496969,13,3
65679258,13,3
69172739,13,3
71671965,13,3
72756013,13,3
77646191,13,3
79479879,13,3
8020552,13,3
82783967,13,3
83763359,13,3
840390018,13,3
84147559,13,3
841888670,13,3
843344142,13,3
843529849,13,3
853482042,13,3
854812446,13,3
857895626,13,3
861068760,13,3
861814202,13,3
863779512,13,3
864357068,13,3
86737950,13,3
873477890,13,3
876989281,13,3
877677183,13,3
878236055,13,3
878892918,13,3
88085653,13,3
88269885,13,3
890837119,13,3
891425807,13,3
892253391,13,3
89387920,13,3
894646486,13,3
895080578,13,3
895729155,13,3
896214678,13,3
896351504,13,3
898020589,13,3
899022586,13,3
902392849,13,3
905210268,13,3
905859523,13,3
906235001,13,3
908319066,13,3
91027626,13,3
911064598,13,3
913629392,13,3
917448602,13,3
919813272,13,3
922071441,13,3
923112243,13,3
923268215,13,3
925279803,13,3
925632684,13,3
927203925,13,3
928530341,13,3
932877833,13,3
969746783,13,3
972882341,13,3
974348226,13,3
978858665,13,3
98051284,13,3
981945392,13,3
982368639,13,3
1001570024,13,3
1003332364,13,3
1006020412,13,3
1012210603,13,3
1013027687,13,3
1013514745,13,3
1016166991,13,3
1016979151,13,3
1020654639,13,3
1024372407,13,3
1034857841,13,3
1037967278,13,3
1039103124,13,3
1040531598,13,3
1044861987,13,3
1051902543,13,3
1051979767,13,3
1053500760,13,3
1053677699,13,3
1054304808,13,3
1055375345,13,3
1068403366,13,3
107360346,13,3
1074104055,13,3
1076021981,13,3
1077658551,13,3
107798609,13,3
1079015632,13,3
1083706001,13,3
1084129712,13,3
1084871097,13,3
1087728369,13,3
1093991619,13,3
1099555377,13,3
1100033959,13,3
1102032333,13,3
1102302657,13,3
1106616051,13,3
1108800649,13,3
1112069025,13,3
1118108602,13,3
1118736301,13,3
1119951672,13,3
1121553029,13,3
1122460047,13,3
1125057068,13,3
1129424762,13,3
1134193649,13,3
113433978,13,3
1135148206,13,3
113888331,13,3
1140901443,13,3
1142007762,13,3
1142246040,13,3
1144459373,13,3
1145588921,13,3
1145920366,13,3
1146477397,13,3
1152140243,13,3
1154812870,13,3
1155562743,13,3
1158096143,13,3
1161273598,13,3
1163595715,13,3
1164264899,13,3
1166896245,13,3
1171283082,13,3
1178541960,13,3
1182664531,13,3
118328882,13,3
1186712311,13,3
1187661932,13,3
1187761253,13,3
1190128040,13,3
1198572082,13,3
1201140629,13,3
1211661363,13,3
121391727,13,3
1216035210,13,3
1221278863,13,3
123387560,13,3
1246958677,13,3
1248875365,13,3
1253174093,13,3
1256026746,13,3
1256458052,13,3
1257103050,13,3
1258983123,13,3
1259011500,13,3
1259886090,13,3
1260970242,13,3
1266534632,13,3
1271250766,13,3
1276336585,13,3
127972046,13,3
1281814716,13,3
1299603568,13,3
130839800,13,3
133339648,13,3
134406983,13,3
141343378,13,3
144570166,13,3
147675406,13,3
149267678,13,3
151330640,13,3
157125127,13,3
158510127,13,3
160907149,13,3
161094865,13,3
161383402,13,3
162100093,13,3
168752313,13,3
173051838,13,3
175443422,13,3
178934572,13,3
179875268,13,3
182982576,13,3
183007949,13,3
184021058,13,3
184602366,13,3
185283426,13,3
189663525,13,3
192877334,13,3
196322206,13,3
199014834,13,3
204062063,13,3
204285861,13,3
233982019,13,3
238293386,13,3
279167166,13,3
297854775,13,3
311887655,13,3
312799905,13,3
321929632,13,3
325548357,13,3
326429138,13,3
334446004,13,3
334515493,13,3
335993218,13,3
339083854,13,3
340414707,13,3
347202033,13,3
362594281,13,3
362779804,13,3
364188553,13,3
366256012,13,3
368025660,13,3
368357708,13,3
377079623,13,3
381728473,13,3
385182481,13,3
391674354,13,3
397791639,13,3
399447893,13,3
403456141,13,3
407596656,13,3
409418662,13,3
416447484,13,3
422795989,13,3
424392271,13,3
430166786,13,3
440390113,13,3
441015605,13,3
441357340,13,3
445572925,13,3
44830278,13,3
452083862,13,3
467494669,13,3
470804946,13,3
481976954,13,3
489481984,13,3
55956722,13,3
56344082,13,3
5785059,13,3
66638217,13,3
68028309,13,3
69739452,13,3
72492809,13,3
78403995,13,3
836380637,13,3
840412863,13,3
841430954,13,3
845582516,13,3
845791393,13,3
848243777,13,3
850657903,13,3
851421143,13,3
853087633,13,3
857841322,13,3
858680815,13,3
858978535,13,3
871015222,13,3
873647132,13,3
874548670,13,3
874819652,13,3
876840462,13,3
877324747,13,3
882454830,13,3
882903632,13,3
883607896,13,3
884089746,13,3
